year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified
2013,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5775.9,3647.6,2128.3,5005.6,770.3
2013,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2669,2032.8,636.2,2300,369
2013,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,569.8,268,301.8,565.8,4
2013,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,499.2,299.5,199.7,477.3,21.9
2013,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,2769.8,2618.1,151.7,2388.1,381.7
2013,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3105.1,3082.3,22.8,2669.6,435.5
2013,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,62.3,61.3,1,59.3,3
2014,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5654.1,3562.5,2091.6,5031.2,622.9
2014,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2695.4,2043.8,651.6,2333.2,362.2
2014,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,584.7,288,296.7,579.2,5.5
2014,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,451.7,263.6,188.1,435.5,16.2
2014,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,2914,2736.4,177.6,2511.8,402.2
2014,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3292,3259,33,2831.7,460.3
2014,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,67.1,64.4,2.7,58,9.1
2015,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5583.9,3526.8,2057.1,5150,433.9
2015,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2776.2,2132.3,643.9,2478.7,297.5
2015,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,504.7,245.5,259.2,480.2,24.5
2015,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3092,2884.2,207.8,2712.9,379.1
2015,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,446.7,269.1,177.6,432.8,13.9
2015,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3451.2,3411.2,40,2995.8,455.4
2015,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,74.1,72.1,2,70.1,4
2016,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5638.4,3523.7,2114.7,5350.2,288.2
2016,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2862.4,2172.9,689.5,2659.3,203.1
2016,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,502.1,251.4,250.7,490.1,12
2016,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3278.3,3046.5,231.8,2970.5,307.8
2016,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,455.6,273.1,182.5,444.7,10.9
2016,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3522.9,3468.9,54,3195.6,327.3
2016,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,91,89,2,86,5
2017,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5652.3,3497.6,2154.7,5393.3,259
2017,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,2942.7,2238.7,704,2707.4,235.3
2017,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,492.5,243.5,249,483.8,8.7
2017,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3457.7,3219.2,238.5,3118.8,338.9
2017,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,430.2,256.6,173.6,426,4.2
2017,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3544.1,3490.8,53.3,3290.9,253.2
2017,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,87,84,3,80,7
2006,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5770.4,4957.3,813.1,4842.3,928.1
2007,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5689.8,4896.3,793.5,4801,888.8
2008,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5480.4,4702.4,778,4579.2,901.2
2009,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5335.9,4564.3,771.6,4493.8,842.1
2010,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5301.3,4554.4,746.9,4511.4,789.9
2011,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5306.8,4549.6,757.2,4548,758.8
2012,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5363.7,4584.8,778.9,4520.6,843.1
2013,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5438.8,4650.9,787.9,4688.1,750.7
2014,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5609.4,4780.2,829.2,4845,764.4
2015,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,5868.2,5016.5,851.7,5191.6,676.6
2018,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5719.5,3536.5,2183,5446,273.5
2016,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,6140.7,5219.4,921.3,5629.8,510.9
2018,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3094.9,2317.9,777,2841.3,253.6
2018,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3560.5,3293.2,267.3,3142.4,418.1
2018,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,480.2,238.5,241.7,471.8,8.4
2018,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,432.7,250.4,182.3,424.3,8.4
2018,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3648.5,3596.8,51.7,3377.4,271.1
2018,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,83,82,1,76.2,6.8
2017,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,6400.4,5457.9,942.5,5826.2,574.2
2018,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,6655.4,5611.1,1044.3,5983.7,671.7
2019,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,6964.5,5825.1,1139.4,6187.6,776.9
2020,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,7260.7,6009,1251.7,6362.4,898.3
2021,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,7636.5,6268.2,1368.3,6646.8,989.7
2022,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,7847.2,6401.1,1446.1,6739.1,1108.1
2023,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,8298.4,6741.7,1556.7,7036.5,1261.9
2024,Hlavní město Praha,CZ010,Prague,Základní škola,Basic School,8463.3,6879.9,1583.4,7062.1,1401.2
2019,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,5892.1,3622.5,2269.6,5602.2,289.9
2019,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3290.9,2421.5,869.4,2981.4,309.5
2019,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3673.6,3403.6,270,3206.2,467.4
2019,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,476.6,248.6,228,468.6,8
2019,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,411.3,250,161.3,401.1,10.2
2019,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3746.1,3698.1,48,3446.1,300
2019,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,86.7,85.7,1,78.7,8
2020,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,6027.7,3674.2,2353.5,5708.4,319.3
2020,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3555.3,2586.8,968.5,3147,408.3
2020,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3705.4,3422.2,283.2,3215.4,490
2020,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,486.1,237.4,248.7,478.9,7.2
2020,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,394.5,237,157.5,383.9,10.6
2020,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3821.2,3770.5,50.7,3477.4,343.8
2020,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,90.9,88.9,2,80.6,10.3
2021,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,6142.3,3711.2,2431.1,5765.3,377
2021,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3829,2757.7,1071.3,3353.9,475.1
2021,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3807.5,3510.5,297,3292.9,514.6
2021,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,422.8,206.1,216.7,422.3,0.5
2021,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,351.2,204.4,146.8,344.7,6.5
2021,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3892.6,3840.1,52.5,3481.9,410.7
2021,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,91.6,89.6,2,83.7,7.9
2022,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,6365.6,3843.5,2522.1,5957.7,407.9
2022,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,4008,2878.9,1129.1,3448,560
2022,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3839.2,3522.2,317,3291.1,548.1
2022,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,490.3,262.7,227.6,485.9,4.4
2022,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,368.3,211.1,157.2,362.4,5.9
2022,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,3940.6,3886.1,54.5,3567.7,372.9
2022,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,97.7,96.2,1.5,90.9,6.8
2023,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,6500.4,3898.2,2602.2,6075.6,424.8
2023,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,4302.8,3071.5,1231.3,3666.1,636.7
2023,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,3995.6,3670.2,325.4,3370.4,625.2
2023,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,479.8,224.2,255.6,477.1,2.7
2023,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,392.2,224.7,167.5,384.3,7.9
2023,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,4043.4,3989.2,54.2,3696.2,347.2
2023,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,108.5,108.1,0.4,96.7,11.8
2024,Hlavní město Praha,CZ010,Prague,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,111.1,111.1,,102.8,8.3
2024,Hlavní město Praha,CZ010,Prague,Střední škola,Upper-Secondary School,6655.2,3993.5,2661.7,6126.1,529.1
2024,Hlavní město Praha,CZ010,Prague,ZŠ - na 2. stupni,Basic School - Lower-Secondary,4416.2,3163.6,1252.6,3697.9,718.3
2024,Hlavní město Praha,CZ010,Prague,ZŠ - na 1. stupni,Basic School - Primary,4047.1,3716.3,330.8,3364.2,682.9
2024,Hlavní město Praha,CZ010,Prague,Konzervatoř,Conservatoiry,462.6,221.2,241.4,460.8,1.8
2024,Hlavní město Praha,CZ010,Prague,Vyšší odborná škola,Tertiary Professional School,376.7,220.1,156.6,368.1,8.6
2024,Hlavní město Praha,CZ010,Prague,Mateřská škola,Nursery School,4104.1,4047.7,56.4,3656.1,448
2006,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6989.5,5988.3,1001.2,5358.1,1631.4
2007,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7015.3,6000.2,1015.1,5449.3,1566
2006,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4139.2,2389.3,1749.9,3357.6,781.6
2008,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6890.5,5927.7,962.8,5286.7,1603.8
2006,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3850,2970.4,879.6,3065.5,784.5
2006,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 1. stupni,Basic School - Primary,3139.5,3017.9,121.6,2292.6,846.9
2006,Středočeský kraj,CZ020,Central Bohemian Region,Vyšší odborná škola,Tertiary Professional School,167.6,108.1,59.5,160,7.6
2006,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,2443.2,2443.1,0.1,2194.5,248.7
2006,Středočeský kraj,CZ020,Central Bohemian Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2006,Středočeský kraj,CZ020,Central Bohemian Region,Konzervatoř,Conservatoiry,,,,,
2009,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6799.2,5882.9,916.3,5213.4,1585.8
2010,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6769.6,5854.8,914.8,5304.7,1464.9
2011,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6840.7,5934.8,905.9,5408.5,1432.2
2012,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6924,6018.5,905.5,5334.2,1589.8
2013,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,6961.2,6047.1,914.1,5573.9,1387.3
2014,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7114.6,6182.6,932,5757.5,1357.1
2015,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7278.9,6333.1,945.8,6111.6,1167.3
2016,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7484.4,6459.5,1024.9,6658.9,825.5
2017,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7822.9,6803.9,1019,6948.8,874.1
2018,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8102.4,7013.4,1089,7094.7,1007.7
2019,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8366.2,7254.7,1111.5,7270.6,1095.6
2020,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8836.3,7612.8,1223.5,7482.8,1353.5
2021,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,9261.1,7961.6,1299.5,7798.7,1462.4
2022,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,9600.4,8243.7,1356.7,8012.5,1587.9
2007,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4199.4,2430.3,1769.1,3472.2,727.2
2023,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,10011.7,8582.4,1429.3,8300.7,1711
2007,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3838.6,2952.8,885.8,3057.3,781.3
2007,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 1. stupni,Basic School - Primary,3176.7,3047.4,129.3,2392,784.7
2007,Středočeský kraj,CZ020,Central Bohemian Region,Vyšší odborná škola,Tertiary Professional School,152.4,98,54.4,142,10.4
2007,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,2494.7,2492.6,2.1,2215.9,278.8
2007,Středočeský kraj,CZ020,Central Bohemian Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2007,Středočeský kraj,CZ020,Central Bohemian Region,Konzervatoř,Conservatoiry,,,,,
2024,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,10278.8,8854.5,1424.3,8450.1,1828.7
2008,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4184.9,2401.2,1783.7,3462.5,722.4
2008,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3704.7,2867.2,837.5,2884.3,820.4
2008,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 1. stupni,Basic School - Primary,3185.8,3060.5,125.3,2402.4,783.4
2008,Středočeský kraj,CZ020,Central Bohemian Region,Vyšší odborná škola,Tertiary Professional School,134.8,88,46.8,124.7,10.1
2008,Středočeský kraj,CZ020,Central Bohemian Region,Konzervatoř,Conservatoiry,12,2,10,12,
2008,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,2572,2568.9,3.1,2303.1,268.9
2008,Středočeský kraj,CZ020,Central Bohemian Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2009,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4180.8,2416.9,1763.9,3506.1,674.7
2009,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3565.1,2763.8,801.3,2777,788.1
2009,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 1. stupni,Basic School - Primary,3234.1,3119.1,115,2436.4,797.7
2009,Středočeský kraj,CZ020,Central Bohemian Region,Vyšší odborná škola,Tertiary Professional School,136.4,89,47.4,128.3,8.1
2009,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,2690.6,2687.6,3,2358.7,331.9
2009,Středočeský kraj,CZ020,Central Bohemian Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2009,Středočeský kraj,CZ020,Central Bohemian Region,Konzervatoř,Conservatoiry,,,,,
2010,Středočeský kraj,CZ020,Central Bohemian Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,9.8,9.8,,5.9,3.9
2010,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4245.6,2474.3,1771.3,3537.2,708.4
2010,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,3461.2,2676,785.2,2746.2,715
2010,Středočeský kraj,CZ020,Central Bohemian Region,ZŠ - na 1. stupni,Basic School - Primary,3308.4,3178.8,129.6,2558.5,749.9
2010,Středočeský kraj,CZ020,Central Bohemian Region,Vyšší odborná škola,Tertiary Professional School,146.2,94.6,51.6,135.3,10.9
2010,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,2847.6,2844.5,3.1,2450.9,396.7
