year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified,school_cluster_code,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2014,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,21807.8,18371.2,3436.6,18008.1,3799.7,ALL,0.16,26152.55,27511.33,26363.61,0.950610317,-1358.78
2014,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3735,2226.8,1508.2,3247.2,487.8,SS_VOS_K,0.32,28032.61,28715.88,28250.12,0.976205772,-683.27
2014,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7114.6,6182.6,932,5757.5,1357.1,ZS_SEN_1,0.12,27173.27,27095.44,27163.81,1.002872567,77.83
2015,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,3820.3,3799.3,21,3305.1,515.2,MS,0,23017.15,,23013.31,,
2015,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,22174.4,18752.5,3421.9,18919.3,3255.1,ALL,0.16,26152.55,27511.33,26363.61,0.950610317,-1358.78
2015,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3640.3,2178.5,1461.8,3244.6,395.7,SS_VOS_K,0.32,28032.61,28715.88,28250.12,0.976205772,-683.27
2015,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7278.9,6333.1,945.8,6111.6,1167.3,ZS_SEN_1,0.12,27173.27,27095.44,27163.81,1.002872567,77.83
2016,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,3960.2,3942.7,17.5,3631.9,328.3,MS,0,24540,,24540,,
2016,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,22681.4,19158.2,3523.2,20457.9,2223.5,ALL,0.15,28530,29942,28748,0.952842162,-1412
2016,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3602.1,2186.5,1415.6,3365.1,237,SS_VOS_K,0.32,30222,30863,30429,0.979230794,-641
2016,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7484.4,6459.5,1024.9,6658.9,825.5,ZS_SEN_1,0.12,29969,29940,29965,1.000968604,29
2017,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4031.1,4011.3,19.8,3743.7,287.4,PV_MS_PT,0,26449.75,25491.49,26446.31,1.037591355,958.26
2017,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,23435.1,19945.9,3489.2,21184.4,2250.7,ALL,0.17,30639.93,31714.97,30821.64,0.966103035,-1075.04
2017,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3614.7,2215.2,1399.5,3402.9,211.8,SS_K,0.38,31519.94,31550.6,31531.57,0.999028344,-30.66
2017,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,7822.9,6803.9,1019,6948.8,874.1,ZS_SEN_2,0.12,32461.21,32523.05,32468.79,0.998098601,-61.84
2018,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4243.3,4223,20.3,3921.1,322.2,PV_MS_PT,0,29468.9,28954.6,29467.2,1.01776229,514.3
2018,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,24163.4,20556.3,3607.1,21610.5,2552.9,ALL,0.17,34110,35706.2,34376.1,0.955296279,-1596.2
2018,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3581.2,2202,1379.2,3373.5,207.7,SS_K,0.38,35801.1,36039.5,35892.6,0.993385036,-238.4
2018,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8102.4,7013.4,1089,7094.7,1007.7,ZS_SEN_2,0.12,35956.2,35827,35940.3,1.003606219,129.2
2019,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4324.4,4302.9,21.5,3998.8,325.6,PV_MS_PT,0.01,33827.9,42317.2,33872.9,0.799388901,-8489.3
2019,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,24777,21109.4,3667.6,22050,2727,ALL,0.16,39895.3,40978.8,40066.8,0.973559499,-1083.5
2019,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3586.8,2202,1384.8,3383.2,203.6,SS_K,0.42,42288,41337.4,41888,1.022996125,950.6
2019,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8366.2,7254.7,1111.5,7270.6,1095.6,ZS_SEN_2,0.12,41267.8,40920.6,41224.9,1.008484724,347.2
2020,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4585.5,4564.1,21.4,4129.9,455.6,PV_MS_PT,0,35862.8,43360,35887.7,0.827094096,-7497.2
2020,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,26051,22140.9,3910.1,22608.8,3442.2,ALL,0.16,43707.8,44575.2,43847.3,0.980540749,-867.4
2020,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3649.5,2234,1415.5,3375.8,273.7,SS_K,0.42,46052.8,44648.3,45468.1,1.031456965,1404.5
2020,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,8836.3,7612.8,1223.5,7482.8,1353.5,ZS_SEN_2,0.13,45410.2,44632.2,45309.7,1.017431361,778
2021,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4767.1,4737.2,29.9,4304.9,462.2,PV_MS_PT,0,38282.4,44244.9,38307,0.865238705,-5962.5
2021,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,27186.3,23073.9,4112.4,23520.1,3666.2,ALL,0.16,47277.1,48384.7,47451.8,0.977108466,-1107.6
2021,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3773.6,2312.8,1460.8,3499.8,273.8,SS_K,0.39,50016.8,48846.6,49563.6,1.023956632,1170.2
2021,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,9261.1,7961.6,1299.5,7798.7,1462.4,ZS_SEN_2,0.13,49193.9,48437.6,49095.2,1.015613903,756.3
2022,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4851.5,4818.8,32.7,4437.8,413.7,PV_MS_PT,0,38627.1,45991.6,38661.9,0.839872933,-7364.5
2022,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,28056.7,23787.8,4268.9,24124.5,3932.2,ALL,0.16,47658.4,49304.3,47917.9,0.966617516,-1645.9
2022,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,3877.6,2371.8,1505.8,3540.3,337.3,SS_K,0.38,50639.2,50108.8,50435.5,1.010584967,530.4
2022,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,9600.4,8243.7,1356.7,8012.5,1587.9,ZS_SEN_2,0.13,49585,49282.4,49545.4,1.006140123,302.6
2023,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,4990,4964,26,4578.5,411.5,PV_MS_PT,0.01,39900.2,48341.9,39947.3,0.825375089,-8441.7
2023,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,29177.7,24716.2,4461.5,24970.4,4207.3,ALL,0.17,48473.8,51200.5,48946.1,0.946744661,-2726.7
2023,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4026.9,2465.6,1561.3,3662.2,364.7,SS_K,0.38,52359.9,52037.5,52237.3,1.006195532,322.4
2023,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,10011.7,8582.4,1429.3,8300.7,1711,ZS_SEN_2,0.13,51409.4,51318,51397.4,1.001781051,91.4
2024,Středočeský kraj,CZ020,Central Bohemian Region,Mateřská škola,Nursery School,5046.7,5019.2,27.5,4602.6,444.1,PV_MS_PT,0.01,40265.6,47670.8,40305.1,0.844659624,-7405.2
2024,Středočeský kraj,CZ020,Central Bohemian Region,Regionální školství,All Schools,29992.8,25464.6,4528.2,25458.1,4534.7,ALL,0.17,48829.9,51747.7,49336.4,0.943614885,-2917.8
2024,Středočeský kraj,CZ020,Central Bohemian Region,Střední škola,Upper-Secondary School,4235.6,2607.5,1628.1,3816,419.6,SS_K,0.38,53396.4,52978.3,53235.9,1.00789191,418.1
2024,Středočeský kraj,CZ020,Central Bohemian Region,Základní škola,Basic School,10278.8,8854.5,1424.3,8450.1,1828.7,ZS_SEN_2,0.13,51538.1,51144,51485.9,1.007705694,394.1
2010,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11920.1,9151.7,2768.4,10962.3,957.8,ALL,0.24,23352.72,25076.56,23763.98,0.93125692,-1723.84
2011,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11867.4,9242.2,2625.2,10970.3,897.1,ALL,0.23,24407.91,25981.11,24772.99,0.93944811,-1573.21
2010,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2984.7,1677.7,1307,2673.8,310.9,SS_VOS_K,0.37,25432.25,26607.38,25867.96,0.955834275,-1175.13
2010,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3620.8,2931.7,689.1,3336.9,283.9,ZS_SEN_1,0.15,24156.17,24643.37,24228.29,0.980229707,-487.21
2011,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,4951,4187.7,763.3,3889.2,1061.8,ZS_SEN_1,0.14,26277.47,25945.17,26232.21,1.012807578,332.29
2011,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2618.9,2192.7,426.2,2250.4,368.5,ZS_SEN_1,0.15,25483.68,25661.19,25510.01,0.993082304,-177.52
2010,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1507.6,1506.6,1,1435.6,72,MS,0,19561.04,,19559.05,,
2011,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1576.5,1575,1.5,1477.7,98.8,MS,0,20360.8,,20357.52,,
2011,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2901.6,1657.7,1243.9,2621.1,280.5,SS_VOS_K,0.38,26457.45,27397.05,26812.22,0.965704168,-939.6
2012,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1620,1617.3,2.7,1507.6,112.4,MS,0,22728.79,,22722.49,,
2012,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11772.4,9207.7,2564.7,10806.2,966.2,ALL,0.23,25023.84,26318.72,25315.61,0.950799851,-1294.88
2012,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2808.6,1589.2,1219.4,2484.9,323.7,SS_VOS_K,0.38,26248.82,27201.35,26606.92,0.964982396,-952.53
2012,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3580.5,2948.6,631.9,3318.9,261.6,ZS_SEN_1,0.17,25568,25931.23,25628.86,0.985992537,-363.23
2013,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1678.7,1675.7,3,1579.4,99.3,MS,0,23086.81,,23085.7,,
2013,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11704.4,9163.9,2540.5,10923.3,781.1,ALL,0.22,25269.94,26498.56,25540.12,0.953634137,-1228.63
2013,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2729.1,1540.8,1188.3,2444.1,285,SS_VOS_K,0.37,26319.93,27180.74,26641.79,0.96833022,-860.81
2013,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3553.9,2921.5,632.4,3358,195.9,ZS_SEN_1,0.16,25920.22,26416.4,26001.68,0.981217053,-496.18
2014,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1713.3,1711,2.3,1614.7,98.6,MS,0,23337.05,,23334.16,,
2014,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11683.8,9240,2443.8,10954.3,729.5,ALL,0.22,25695.15,26816.08,25936.39,0.958199223,-1120.93
2014,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2618.1,1495.3,1122.8,2399.5,218.6,SS_VOS_K,0.37,26598.38,27426.18,26905.62,0.969817347,-827.79
2014,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3589.1,2966,623.1,3385.6,203.5,ZS_SEN_1,0.16,26499.9,26867.28,26558.41,0.98632596,-367.38
2015,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1743.1,1738,5.1,1653.8,89.3,MS,0,23337.05,,23334.16,,
2015,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11733.8,9296.6,2437.2,11223,510.8,ALL,0.22,25695.15,26816.08,25936.39,0.958199223,-1120.93
2015,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2570.6,1470.7,1099.9,2423,147.6,SS_VOS_K,0.37,26598.38,27426.18,26905.62,0.969817347,-827.79
2015,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3626.5,2996,630.5,3491.8,134.7,ZS_SEN_1,0.16,26499.9,26867.28,26558.41,0.98632596,-367.38
2016,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1760.1,1755.9,4.2,1714,46.1,MS,0,24955,,24952,,
2016,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11826.1,9427.5,2398.6,11513.2,312.9,ALL,0.2,27754,28766,27961,0.964819579,-1012
2016,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2527.1,1448.7,1078.4,2436.8,90.3,SS_VOS_K,0.37,28961,29800,29267,0.971845638,-839
2016,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3694.1,3067.9,626.2,3606.5,87.6,ZS_SEN_1,0.15,28736,28836,28751,0.996532113,-100
2017,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1780.1,1773.7,6.4,1740.4,39.7,PV_MS_PT,0,26421.81,29349.35,26432.56,0.900251772,-2927.55
2017,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,11963.3,9588.3,2375,11690.1,273.2,ALL,0.21,29736.78,30725.11,29943.46,0.967833111,-988.33
2017,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2485.8,1433,1052.8,2415.5,70.3,SS_K,0.42,30726.36,30747.78,30735.41,0.999303463,-21.42
2017,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3779.3,3148.8,630.5,3698.6,80.7,ZS_SEN_2,0.14,31038.12,30837.93,31009.42,1.006491662,200.19
2018,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1821,1811.6,9.4,1760.1,60.9,PV_MS_PT,0,28670.7,26027.6,28661.4,1.101549893,2643.1
2018,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,12127.7,9773.8,2353.9,11829.5,298.2,ALL,0.21,32806.8,34172.7,33090.1,0.960029497,-1365.9
2018,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2466.4,1432.6,1033.8,2399.2,67.2,SS_K,0.42,34514.5,34310.4,34428,1.005948634,204.1
2018,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3852.9,3225.4,627.5,3767.9,85,ZS_SEN_2,0.14,34194.9,34287.7,34208.3,0.99729349,-92.8
2019,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,1834.3,1826.3,8,1774.5,59.8,PV_MS_PT,0,33315.6,,33312.8,,
2019,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,12266.9,9881.3,2385.6,11952.5,314.4,ALL,0.19,38624.2,39574.9,38803.2,0.975977198,-950.7
2019,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2484.9,1436,1048.9,2411,73.9,SS_K,0.43,39814.1,39449.2,39656.5,1.009249871,364.9
2019,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,3910.5,3271.4,639.1,3820.8,89.7,ZS_SEN_2,0.14,39846,39832.8,39844.1,1.000331385,13.2
2020,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,2015.2,2005.2,10,1922.4,92.8,PV_MS_PT,0,35546.1,,35543.3,,
2020,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,12810.9,10390.8,2420.1,12377.5,433.4,ALL,0.19,42832.4,43981.2,43050.7,0.973879749,-1148.8
2020,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2550.3,1491.2,1059.1,2482.1,68.2,SS_K,0.43,44794.4,43722.8,44332.4,1.024508952,1071.6
2020,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,4061.9,3410.1,651.8,3926.3,135.6,ZS_SEN_2,0.14,44411.4,44444.3,44416.1,0.999259748,-32.9
2021,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,2061.7,2051.4,10.3,1964.4,97.3,PV_MS_PT,0,38262.5,36143.1,38255.3,1.058639132,2119.4
2021,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,13129,10614.8,2514.2,12652.2,476.8,ALL,0.19,46081.3,47512.8,46354.7,0.969871277,-1431.5
2021,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2593.3,1535.3,1058,2500.2,93.1,SS_K,0.42,48219,47696.5,48001.8,1.010954682,522.5
2021,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,4181.4,3480.5,700.9,4038.2,143.2,ZS_SEN_2,0.15,47813.5,47622.7,47784.6,1.004006493,190.8
2022,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,2102.6,2088.7,13.9,2012.8,89.8,PV_MS_PT,0,38191.7,,38193.1,,
2022,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,13512.5,10897.6,2614.9,12930.5,582,ALL,0.19,46185.5,48246.3,46579.9,0.957285844,-2060.8
2022,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2689.6,1580.9,1108.7,2570.4,119.2,SS_K,0.42,49178.2,48616.6,48943.5,1.01155161,561.6
2022,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,4300.4,3579.4,721,4115,185.4,ZS_SEN_2,0.15,47745.2,48276.4,47825.9,0.988996694,-531.2
2023,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,2146.4,2131.7,14.7,2059.5,86.9,PV_MS_PT,0,39711.2,38529.4,39705.9,1.030672681,1181.8
2023,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,13877,11216.9,2660.1,13247.5,629.5,ALL,0.21,46952.3,49718.5,47531.2,0.944362762,-2766.2
2023,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2740.3,1615,1125.3,2626,114.3,SS_K,0.42,50341.2,50060.5,50223.7,1.005607215,280.7
2023,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,4440.1,3702.8,737.3,4226.3,213.8,ZS_SEN_2,0.15,49189,49765,49275.8,0.9884256,-576
2024,Jihočeský kraj,CZ031,South Bohemian Region,Mateřská škola,Nursery School,2170.4,2154.2,16.2,2076.3,94.1,PV_MS_PT,0,40452.8,36554.5,40434,1.106643505,3898.3
2024,Jihočeský kraj,CZ031,South Bohemian Region,Regionální školství,All Schools,14175.9,11455.8,2720.1,13529,646.9,ALL,0.21,47648.9,50046,48148.5,0.952102066,-2397.1
2024,Jihočeský kraj,CZ031,South Bohemian Region,Střední škola,Upper-Secondary School,2873.1,1699.9,1173.2,2747,126.1,SS_K,0.42,50850.5,50171.6,50567.2,1.01353156,678.9
2024,Jihočeský kraj,CZ031,South Bohemian Region,Základní škola,Basic School,4509.9,3765.7,744.2,4297.2,212.7,ZS_SEN_2,0.15,49803.8,50344,49883.5,0.989269824,-540.2
2010,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,9886,7988.8,1897.2,8753.3,1132.7,ALL,0.21,23480.39,24854.24,23763.98,0.944723702,-1373.85
2011,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,9960.5,8081.3,1879.2,8896.5,1064,ALL,0.2,24091.64,25727.68,24411.5,0.936409355,-1636.04
2010,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2248,1321.3,926.7,1923.4,324.6,SS_VOS_K,0.34,25892.59,26111.98,25968.08,0.991597957,-219.39
2010,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3089.9,2627.3,462.6,2735.4,354.5,ZS_SEN_1,0.12,24381.9,24380.82,24381.76,1.000044241,1.08
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3291,2738.1,552.9,2883.7,407.3,ZS_SEN_1,0.17,24897.42,25027.35,24919.02,0.994808367,-129.93
2011,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,2978.9,2471.2,507.7,2588.9,390,ZS_SEN_1,0.17,25118.91,25707.51,25216.1,0.977103774,-588.61
2010,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1324.6,1321.9,2.7,1227.7,96.9,MS,0,19009.89,,19016.33,,
2011,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1396,1393.6,2.4,1262.1,133.9,MS,0,19554.86,,19559.38,,
2011,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2234.9,1318.1,916.8,1917.7,317.2,SS_VOS_K,0.35,26567.26,27024.26,26725.99,0.983089434,-457
2012,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1446.3,1442,4.3,1274.9,171.4,MS,0,21602.55,,21609.51,,
2012,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,9956.8,8112.3,1844.5,8808.1,1148.7,ALL,0.19,24976.12,26504.54,25266.7,0.942333345,-1528.43
2012,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2145.1,1289.3,855.8,1810,335.1,SS_VOS_K,0.34,27065.24,27531.21,27224.82,0.983074732,-465.97
2012,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3111.9,2644.3,467.6,2797.5,314.4,ZS_SEN_1,0.14,25698.35,25939.32,25730.93,0.990710103,-240.97
2013,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1498.7,1493.6,5.1,1350,148.7,MS,0,22165.96,,22171.93,,
2013,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,9903.2,8120.2,1783,8968.1,935.1,ALL,0.19,25375.55,26541.94,25592.13,0.956054941,-1166.39
2013,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2047.5,1245.2,802.3,1780.8,266.7,SS_VOS_K,0.33,27369.26,27671.79,27470.17,0.989067173,-302.53
2013,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3105.2,2641.6,463.6,2850,255.2,ZS_SEN_1,0.14,26089.49,26099.98,26090.91,0.999598204,-10.49
2014,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1541.5,1530.2,11.3,1392.8,148.7,MS,0,22569.63,,22573.46,,
2014,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,9967,8217.4,1749.6,9158.3,808.7,ALL,0.18,25829.77,27026.15,26045.96,0.955732436,-1196.38
2014,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1984.2,1220.1,764.1,1782.4,201.8,SS_VOS_K,0.33,27912.27,28209.07,28010.27,0.989478623,-296.8
2014,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3149.3,2687.1,462.2,2923.1,226.2,ZS_SEN_1,0.13,26550.25,26451.44,26537.26,1.003735487,98.81
2015,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1567.7,1558.2,9.5,1417.8,149.9,MS,0,22569.63,,22573.46,,
2015,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10042.5,8326.1,1716.4,9289.1,753.4,ALL,0.18,25829.77,27026.15,26045.96,0.955732436,-1196.38
2015,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1922.5,1170.6,751.9,1748,174.5,SS_VOS_K,0.33,27912.27,28209.07,28010.27,0.989478623,-296.8
2015,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3193.6,2744,449.6,2984.1,209.5,ZS_SEN_1,0.13,26550.25,26451.44,26537.26,1.003735487,98.81
2016,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1560.7,1550.2,10.5,1480.3,80.4,MS,0,24095,,24090,,
2016,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10115.2,8393.8,1721.4,9662.5,452.7,ALL,0.17,27997,29126,28193,0.961237382,-1129
2016,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1907.9,1176.6,731.3,1834.4,73.5,SS_VOS_K,0.32,29651,29978,29756,0.989092001,-327
2016,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3251.9,2787.1,464.8,3103.6,148.3,ZS_SEN_1,0.13,29176,29025,29158,1.005202412,151
2017,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1550.9,1541.8,9.1,1495.5,55.4,PV_MS_PT,0.01,25897.68,25681.57,25895.99,1.008414805,216.11
2017,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10235.8,8504.2,1731.6,9812.4,423.4,ALL,0.19,30059.98,31070.84,30249.73,0.967465755,-1010.87
2017,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1908,1168.6,739.4,1842.9,65.1,SS_K,0.41,31875.01,31061.23,31537.92,1.026199019,813.77
2017,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3322.1,2855.1,467,3172.6,149.5,ZS_SEN_2,0.12,31367.09,31288.37,31357.33,1.002515844,78.72
2018,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1600.7,1588.9,11.8,1502.2,98.5,PV_MS_PT,0.01,28403.5,29045.4,28407.9,0.977900115,-641.9
2018,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10452.7,8703.7,1749,9959.9,492.8,ALL,0.19,33477.1,34877.8,33738.3,0.959839783,-1400.7
2018,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1918,1185.9,732.1,1858.8,59.2,SS_K,0.41,35993,35198.8,35668.3,1.022563269,794.2
2018,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3400.5,2922.1,478.4,3235.8,164.7,ZS_SEN_2,0.13,35017.4,34959.9,35010.1,1.001644742,57.5
2019,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1617.5,1607.3,10.2,1521.4,96.1,PV_MS_PT,0.01,33191.8,32139.1,33183.3,1.032754495,1052.7
2019,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10566.8,8766.1,1800.7,10039.2,527.6,ALL,0.18,39378.8,39849.4,39462,0.988190537,-470.6
2019,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1920.6,1172.2,748.4,1856.9,63.7,SS_K,0.41,41104.4,39800.2,40574.2,1.03276868,1304.2
