year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified,school_cluster_code,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2010,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8272.5,6591.9,1680.6,7079.2,1193.3,ALL,0.23,23486.05,25146.47,23870.65,0.933969768,-1660.43
2011,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8168.9,6534.1,1634.8,7102.9,1066,ALL,0.23,24462.5,26018.38,24813.89,0.940200706,-1555.88
2010,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1816.9,1029.3,787.6,1545.6,271.3,SS_VOS_K,0.4,25360.13,26149.36,25672.53,0.96981837,-789.23
2010,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2650,2212.7,437.3,2232.2,417.8,ZS_SEN_1,0.14,24239.54,24301.31,24248.03,0.99745844,-61.76
2011,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Základní škola,Basic School,7071.6,5983.5,1088.1,6366.2,705.4,ZS_SEN_1,0.14,25335.52,24929.58,25277.84,1.016283339,405.94
2010,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1106.3,1105.3,1,1025.7,80.6,MS,0,19384.12,,19384.12,,
2011,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1150.3,1149.3,1,1067.8,82.5,MS,0,20180.71,,20182.59,,
2011,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1726.2,960.9,765.3,1484.5,241.7,SS_VOS_K,0.4,26521.79,27050.39,26735.01,0.980458658,-528.6
2012,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1199.1,1196.1,3,1093.8,105.3,MS,0,23213.18,,23218.23,,
2012,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8112.4,6531.2,1581.2,6922.2,1190.2,ALL,0.22,25562.99,26957.15,25867.05,0.948282279,-1394.16
2012,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1665.8,927.8,738,1381.4,284.4,SS_VOS_K,0.39,27213.29,27774.25,27430.64,0.979802841,-560.96
2012,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2598.2,2189.8,408.4,2206.7,391.5,ZS_SEN_1,0.15,25822.41,26063.24,25858.06,0.990759724,-240.83
2013,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1231.8,1229.1,2.7,1120.7,111.1,MS,0,23178.75,,23168.29,,
2013,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,7999.6,6479.5,1520.1,6981.7,1017.9,ALL,0.21,25674.01,27175.53,25982.43,0.944747164,-1501.53
2013,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1560.6,898.3,662.3,1313,247.6,SS_VOS_K,0.37,27593.88,28454.88,27913.95,0.969741615,-861
2013,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2579,2161,418,2253.3,325.7,ZS_SEN_1,0.14,26073.4,26123.14,26080.31,0.998096026,-49.74
2014,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1262.8,1261,1.8,1145,117.8,MS,0,23427.7,,23423.66,,
2014,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8041.5,6562,1479.5,7137.2,904.3,ALL,0.2,26075.6,27670.26,26390.39,0.942369317,-1594.66
2014,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1528.8,871,657.8,1318.3,210.5,SS_VOS_K,0.37,28245.38,29118.58,28564.53,0.970012056,-873.21
2014,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2599.2,2197.2,402,2315.3,283.9,ZS_SEN_1,0.13,26423.22,26569.05,26442.39,0.994511168,-145.83
2015,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1279.2,1276.3,2.9,1185.8,93.4,MS,0,23427.7,,23423.66,,
2015,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8081.8,6625,1456.8,7344.5,737.3,ALL,0.2,26075.6,27670.26,26390.39,0.942369317,-1594.66
2015,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1483.4,859.2,624.2,1360.9,122.5,SS_VOS_K,0.37,28245.38,29118.58,28564.53,0.970012056,-873.21
2015,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2635.6,2227.5,408.1,2379,256.6,ZS_SEN_1,0.13,26423.22,26569.05,26442.39,0.994511168,-145.83
2016,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1277.4,1270.9,6.5,1212.4,65,MS,0,24683,,24682,,
2016,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8121.4,6667.4,1454,7684,437.4,ALL,0.18,28291,29714,28544,0.952110116,-1423
2016,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1444.1,834.6,609.5,1391.1,53,SS_VOS_K,0.37,30867,31383,31059,0.983557977,-516
2016,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2679.4,2267.4,412,2521.8,157.6,ZS_SEN_1,0.13,29252,28751,29188,1.017425481,501
2017,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1266,1262.4,3.6,1192.8,73.2,PV_MS_PT,0,26459.88,28797.34,26461.62,0.918830865,-2337.46
2017,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8233.3,6779.9,1453.4,7730.9,502.4,ALL,0.19,30400.27,31896.71,30678.05,0.953084536,-1496.45
2017,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1417.8,817.4,600.4,1358.9,58.9,SS_K,0.42,32342.54,32380.85,32358.78,0.998817015,-38.31
2017,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2751.3,2335,416.3,2569.4,181.9,ZS_SEN_2,0.13,31734.15,31424.14,31694.31,1.009865342,310.01
2018,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1257.5,1255.6,1.9,1231.9,25.6,PV_MS_PT,0,29115.4,,29110.7,,
2018,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8319.1,6848.2,1470.9,7824.3,494.8,ALL,0.19,33816.1,35548.8,34142,0.951258552,-1732.7
2018,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1422.2,818.4,603.8,1366.9,55.3,SS_K,0.43,35781.9,36219.2,35968.4,0.987926293,-437.3
2018,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2797.9,2371.8,426.1,2592.2,205.7,ZS_SEN_2,0.13,35429.5,34937,35365.4,1.014096803,492.5
2019,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1259.2,1256.3,2.9,1231.5,27.7,PV_MS_PT,0,33100.5,,33100.9,,
2019,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8396.1,6915.7,1480.4,7823.2,572.9,ALL,0.17,39096.5,40483.4,39331.9,0.965741514,-1386.9
2019,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1422.7,817.3,605.4,1352.8,69.9,SS_K,0.42,40830.2,41506.8,41115.8,0.983699057,-676.6
2019,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2835.7,2405.5,430.2,2600.2,235.5,ZS_SEN_2,0.13,40356.8,39886.2,40295.5,1.011798567,470.6
2020,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1389.3,1383.1,6.2,1322.3,67,PV_MS_PT,0,35241.2,,35238.7,,
2020,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,8802.4,7245.3,1557.1,8086.6,715.8,ALL,0.17,43188.5,44006.3,43327.7,0.981416297,-817.8
2020,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1485.6,857,628.6,1394.7,90.9,SS_K,0.42,44998.4,44561.8,44815.6,1.009797629,436.6
2020,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2947.6,2492.2,455.4,2671,276.6,ZS_SEN_2,0.13,44921.6,43739.6,44763.6,1.027023567,1182
2021,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1419,1413.5,5.5,1341.6,77.4,PV_MS_PT,0,38219.9,,38224.6,,
2021,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,9096.2,7471,1625.2,8276.5,819.7,ALL,0.17,46721.8,47997.8,46942.3,0.973415448,-1276
2021,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1529.9,885,644.9,1433.2,96.7,SS_K,0.42,49382.2,48834.9,49150.1,1.011207149,547.3
2021,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3056.8,2574.4,482.4,2735.6,321.2,ZS_SEN_2,0.14,48436.7,47591.5,48322.3,1.017759474,845.2
2022,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1457.2,1450.8,6.4,1388.1,69.1,PV_MS_PT,0,38102.5,35986.9,38092.9,1.058788059,2115.6
2022,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,9396.4,7697.7,1698.7,8499.7,896.7,ALL,0.18,46630.8,48220,46911,0.967042721,-1589.2
2022,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1579.7,904.8,674.9,1467.6,112.1,SS_K,0.42,49959.8,49388.4,49717.5,1.011569518,571.4
2022,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3158.3,2653.7,504.6,2802.3,356,ZS_SEN_2,0.14,48349.3,47699.3,48256.5,1.013627034,650
2023,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1485,1479.2,5.8,1415.1,69.9,PV_MS_PT,0,39444.1,,39436.3,,
2023,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,9645.2,7893.6,1751.6,8673.9,971.3,ALL,0.19,47557.6,50148.1,48049.6,0.948343008,-2590.5
2023,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1621.1,939.1,682,1477.6,143.5,SS_K,0.42,51410.8,50988.2,51231.3,1.008288192,422.6
2023,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3246.1,2719.6,526.5,2870.9,375.2,ZS_SEN_2,0.14,50254.8,49575.3,50158.8,1.013706422,679.5
2024,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1506.8,1501.7,5.1,1434.6,72.2,PV_MS_PT,0,39747,35087.7,39724.6,1.132790123,4659.3
2024,Liberecký kraj,CZ051,Liberec Region,Regionální školství,All Schools,9810,8020.3,1789.7,8824.4,985.6,ALL,0.19,47878,50835.3,48442.5,0.941825857,-2957.3
2024,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1669.9,982.6,687.3,1509,160.9,SS_K,0.42,52006.8,51735.6,51893.1,1.005242038,271.2
2024,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3292.8,2749.7,543.1,2918.5,374.3,ZS_SEN_2,0.14,50341.8,50186.3,50320.1,1.003098455,155.5
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10763.6,8420.8,2342.8,9362.3,1401.3,ALL,0.23,22984.4,24575.37,23355.53,0.935261253,-1590.98
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10726.4,8424.4,2302,9383.1,1343.3,ALL,0.22,23849.23,25483.26,24204.2,0.935878492,-1634.02
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2621.8,1444.7,1177.1,2191.8,430,SS_VOS_K,0.4,25773.43,26291.39,25981.13,0.980299079,-517.96
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3324.9,2757.2,567.7,2893.1,431.8,ZS_SEN_1,0.15,23658.64,23895.55,23694.06,0.99008529,-236.92
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1403.1,1400.2,2.9,1306,97.1,MS,0,18519.37,,18511.15,,
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1460.9,1452.2,8.7,1346.2,114.7,MS,0,19365.77,,19362.94,,
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2601.4,1437.9,1163.5,2194.9,406.5,SS_VOS_K,0.39,26379.59,26846.76,26563.98,0.982598677,-467.17
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1522.7,1515.6,7.1,1393.7,129,MS,0,21338.39,,21337.43,,
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10629.4,8394.4,2235,9101.9,1527.5,ALL,0.21,24490.99,26142.15,24830.51,0.936839297,-1651.16
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2507.9,1395.7,1112.2,2030.2,477.7,SS_VOS_K,0.38,26491.52,27179.68,26755.02,0.974681069,-688.16
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3257.5,2712.3,545.2,2804.2,453.3,ZS_SEN_1,0.16,25178.2,25557.83,25239.93,0.985146251,-379.63
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1550.1,1540.6,9.5,1409.5,140.6,MS,0,21673.35,,21673.58,,
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10557,8362.9,2194.1,9359.8,1197.2,ALL,0.21,24649.31,25838,24902.25,0.953994819,-1188.68
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2407.2,1345.7,1061.5,2092.4,314.8,SS_VOS_K,0.38,26159.66,26523.27,26299.61,0.986291129,-363.6
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3256.1,2706.7,549.4,2890.3,365.8,ZS_SEN_1,0.16,25421.06,25708.56,25467.96,0.988817213,-287.49
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1575.7,1567.5,8.2,1460.4,115.3,MS,0,22109.97,,22108.15,,
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10499.4,8358.1,2141.3,9467.1,1032.3,ALL,0.21,25132.22,26103.72,25335.11,0.962783262,-971.5
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2329.9,1299.6,1030.3,2064.1,265.8,SS_VOS_K,0.39,26650.84,26746.31,26688.23,0.996430741,-95.46
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3255.6,2716.6,539,2933.7,321.9,ZS_SEN_1,0.16,25959.04,25844.08,25940.45,1.004447959,114.95
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1596.8,1589.8,7,1491.8,105,MS,0,22109.97,,22108.15,,
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10549.4,8417.6,2131.8,9755.1,794.3,ALL,0.21,25132.22,26103.72,25335.11,0.962783262,-971.5
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2267.9,1271.3,996.6,2069.2,198.7,SS_VOS_K,0.39,26650.84,26746.31,26688.23,0.996430741,-95.46
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3304,2750.8,553.2,3060.4,243.6,ZS_SEN_1,0.16,25959.04,25844.08,25940.45,1.004447959,114.95
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1609.3,1602.8,6.5,1554.2,55.1,MS,0,23758,,23757,,
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10595.5,8471.5,2124,10151.9,443.6,ALL,0.2,27400,29068,27732,0.942617311,-1668
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2218,1248.8,969.2,2115.2,102.8,SS_VOS_K,0.39,29267,30119,29600,0.971712208,-852
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3346.7,2783.2,563.5,3204.2,142.5,ZS_SEN_1,0.15,28579,28477,28564,1.003581838,102
2017,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1595.2,1589.2,6,1565.1,30.1,PV_MS_PT,0,25670.06,24331.89,25664.74,1.054996763,1338.17
2017,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10636,8543.1,2092.9,10231,405,ALL,0.22,29640.19,30981.73,29929.01,0.956698834,-1341.55
2017,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2170.5,1224.4,946.1,2089.6,80.9,SS_K,0.43,30668.67,31286.37,30934.21,0.980256423,-617.7
2017,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3403.4,2841.1,562.3,3257.5,145.9,ZS_SEN_2,0.15,31280.28,30736.74,31199.51,1.017683658,543.54
2018,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1614.7,1605.9,8.8,1569.3,45.4,PV_MS_PT,0,28303.9,,28303.9,,
2018,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10749.7,8636.1,2113.6,10315.1,434.6,ALL,0.21,32766.8,34464.3,33127.8,0.950746134,-1697.5
2018,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2153.5,1213.6,939.9,2075.8,77.7,SS_K,0.43,33810,35084.5,34361.1,0.963673417,-1274.5
2018,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3461.2,2886.7,574.5,3307,154.2,ZS_SEN_2,0.15,34481.6,33970.3,34405.8,1.015051383,511.3
2019,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1582.7,1574.6,8.1,1542.4,40.3,PV_MS_PT,0,32707,,32711.8,,
2019,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,10788.3,8654.1,2134.2,10251.9,536.4,ALL,0.19,38610.8,39674,38816.9,0.973201593,-1063.2
2019,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2124.6,1198.1,926.5,2034.5,90.1,SS_K,0.43,39663.2,39958.7,39790.6,0.992604865,-295.5
2019,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3511.5,2919.4,592.1,3310.3,201.2,ZS_SEN_2,0.15,39938.4,39714.5,39905.5,1.005637739,223.9
2020,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1692.9,1682.9,10,1617.3,75.6,PV_MS_PT,0,35709.8,36147,35711.6,0.987904944,-437.2
2020,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,11173.5,9013,2160.5,10481.7,691.8,ALL,0.19,43051.1,43948.4,43222.8,0.979582874,-897.3
2020,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2152.9,1218.6,934.3,2055.4,97.5,SS_K,0.42,45542.5,44807.7,45232.1,1.016398967,734.8
2020,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3639,3036.7,602.3,3382.2,256.8,ZS_SEN_2,0.15,44526.6,43801.2,44419.2,1.01656119,725.4
2021,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1737.7,1725.6,12.1,1658.2,79.5,PV_MS_PT,0,37947.6,41529.6,37963.4,0.913748266,-3582
2021,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,11568,9280,2288,10794.2,773.8,ALL,0.2,46416.2,47642.1,46658,0.974268557,-1225.9
2021,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2243.5,1277.3,966.2,2119.1,124.4,SS_K,0.43,49859.6,48205.1,49152.3,1.034322095,1654.5
2021,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3767.6,3117.7,649.9,3485.2,282.4,ZS_SEN_2,0.15,47992.9,47595.4,47931.3,1.008351647,397.5
2022,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1781.2,1771.2,10,1694.7,86.5,PV_MS_PT,0.01,38184.7,38138.6,38184.5,1.001208749,46.1
2022,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,11843.8,9453.9,2389.9,10951,892.8,ALL,0.2,46569.3,47964.2,46848.8,0.970917893,-1394.9
2022,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2327.8,1307.1,1020.7,2158.6,169.2,SS_K,0.43,50154.3,48601.9,49482.6,1.031941138,1552.4
2022,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3839.4,3165.8,673.6,3523.3,316.1,ZS_SEN_2,0.16,48073.8,47890.9,48045.4,1.003819097,182.9
2023,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1811.4,1797.9,13.5,1731.5,79.9,PV_MS_PT,0.01,39465.7,38986.8,39463.1,1.012283645,478.9
2023,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,12110.1,9678.9,2431.2,11145.3,964.8,ALL,0.22,47443.6,49399.2,47869.9,0.960412314,-1955.6
2023,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2394.8,1348.4,1046.4,2218.5,176.3,SS_K,0.43,51665,49840.3,50879.7,1.036610935,1824.7
2023,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3923.1,3243.1,680,3569.6,353.5,ZS_SEN_2,0.15,49573.2,49419.5,49549.7,1.003110108,153.7
2024,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1827.7,1815.7,12,1734,93.7,PV_MS_PT,0,39954.3,40304.2,39956.1,0.991318523,-349.9
2024,Královéhradecký kraj,CZ052,Hradec Králové Region,Regionální školství,All Schools,12340,9887.9,2452.1,11327,1013,ALL,0.22,47982.9,50574.5,48556.3,0.948756785,-2591.6
2024,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2463.7,1401.8,1061.9,2277.4,186.3,SS_K,0.43,52438,51045,51842,1.027289646,1393
2024,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3995.5,3311,684.5,3633.3,362.2,ZS_SEN_2,0.16,49918.8,50185.9,49960.8,0.994677788,-267.1
2010,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9782.6,7646.3,2136.3,8517.8,1264.8,ALL,0.23,22882.36,24743.4,23309.88,0.924786633,-1861.03
2011,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9752.2,7668.7,2083.5,8573.8,1178.4,ALL,0.23,24071.04,25807.57,24463.4,0.932712438,-1736.53
2010,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2306.7,1308.4,998.3,1964.3,342.4,SS_VOS_K,0.37,25403.02,25915.2,25590.11,0.980236196,-512.18
2010,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3003.5,2475.4,528.1,2587.3,416.2,ZS_SEN_1,0.15,23623.07,24017.04,23681.88,0.983596043,-393.97
2010,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1305.4,1299.9,5.5,1224.2,81.2,MS,0,18620.25,,18611.54,,
2011,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1365,1357.6,7.4,1282.7,82.3,MS,0,19278.31,,19268.29,,
2011,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2267.5,1283.9,983.6,1957.6,309.9,SS_VOS_K,0.37,26712.95,27112.8,26860.76,0.985252383,-399.85
2012,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1394.3,1387.2,7.1,1298.9,95.4,MS,0.01,21939.25,,21937.76,,
2012,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9702.6,7661.8,2040.8,8493.5,1209.1,ALL,0.22,24939.79,26185.05,25212.83,0.952443835,-1245.26
2012,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2204.2,1258.9,945.3,1880.7,323.5,SS_VOS_K,0.37,26606.14,27195.46,26822.53,0.978330082,-589.32
2012,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,2969,2466.8,502.2,2577.5,391.5,ZS_SEN_1,0.16,25523.79,25792.52,25567.71,0.989581008,-268.73
2013,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1423.6,1417.5,6.1,1331.4,92.2,MS,0.01,22173.66,,22174.43,,
2013,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9633.3,7662.7,1970.6,8659.6,973.7,ALL,0.21,25015.75,26261.85,25273.07,0.952550931,-1246.1
2013,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2108.5,1225.1,883.4,1867.2,241.3,SS_VOS_K,0.35,26617.48,27030.45,26762.58,0.984721867,-412.97
2013,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,2967.5,2466.7,500.8,2649.9,317.6,ZS_SEN_1,0.15,25616.35,26148.26,25698.54,0.979658091,-531.91
2014,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1462.8,1456.7,6.1,1367.1,95.7,MS,0.01,22661.26,,22661.28,,
2014,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9645.3,7704.8,1940.5,8754,891.3,ALL,0.21,25620.84,26931.98,25890.79,0.951316552,-1311.14
2014,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2038,1192.6,845.4,1825.1,212.9,SS_VOS_K,0.36,27329.31,27819.9,27506.38,0.982365452,-490.59
2014,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,2985.8,2484.1,501.7,2697.7,288.1,ZS_SEN_1,0.15,26341.04,26598.92,26379.91,0.990305144,-257.87
2015,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1479.5,1472.4,7.1,1408,71.5,MS,0.01,22661.26,,22661.28,,
2015,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9694.1,7775.3,1918.8,8989.1,705,ALL,0.21,25620.84,26931.98,25890.79,0.951316552,-1311.14
2015,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2000.2,1170.8,829.4,1820.9,179.3,SS_VOS_K,0.36,27329.31,27819.9,27506.38,0.982365452,-490.59
2015,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3020.1,2520.2,499.9,2795.1,225,ZS_SEN_1,0.15,26341.04,26598.92,26379.91,0.990305144,-257.87
2016,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1481.5,1475.5,6,1434,47.5,MS,0.01,24037,,24036,,
2016,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9692.7,7800.6,1892.1,9320.2,372.5,ALL,0.2,27871,29405,28176,0.947832001,-1534
2016,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,1974.9,1159.6,815.3,1901,73.9,SS_VOS_K,0.35,29886,30453,30087,0.981381145,-567
2016,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3032.1,2538.6,493.5,2907.3,124.8,ZS_SEN_1,0.14,28885,29406,28960,0.982282527,-521
