year,school_type,school_cluster_code,school_type_en,cznuts_cz,cznuts3,cznuts_en,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2013,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.16,"25,920.22","26,416.40","26,001.68",0.98,-496.18
2013,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"23,086.81",,"23,085.70",,
2013,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.37,"26,319.93","27,180.74","26,641.79",0.97,-860.81
2013,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.19,"25,375.55","26,541.94","25,592.13",0.96,"-1,166.39"
2013,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.14,"26,089.49","26,099.98","26,090.91",1,-10.49
2013,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"22,165.96",,"22,171.93",,
2013,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.33,"27,369.26","27,671.79","27,470.17",0.99,-302.53
2013,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.19,"25,099.80","25,779.52","25,229.72",0.97,-679.72
2013,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"25,781.25","25,628.11","25,759.01",1.01,153.14
2013,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"22,384.43",,"22,384.43",,
2013,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.34,"26,212.64","26,420.42","26,282.94",0.99,-207.79
2013,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.2,"25,914.11","26,752.69","26,084.04",0.97,-838.58
2013,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"26,665.47","26,456.16","26,636.38",1.01,209.3
2013,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"22,502.74",,"22,496.17",,
2013,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.35,"27,282.81","27,695.47","27,428.59",0.99,-412.65
2013,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.21,"25,674.01","27,175.53","25,982.43",0.94,"-1,501.53"
2013,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.14,"26,073.40","26,123.14","26,080.31",1,-49.74
2013,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"23,178.75",,"23,168.29",,
2013,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.37,"27,593.88","28,454.88","27,913.95",0.97,-861
2013,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.21,"24,649.31","25,838.00","24,902.25",0.95,"-1,188.68"
2013,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.16,"25,421.06","25,708.56","25,467.96",0.99,-287.49
2013,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"21,673.35",,"21,673.58",,
2013,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.38,"26,159.66","26,523.27","26,299.61",0.99,-363.6
2013,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.21,"25,015.75","26,261.85","25,273.07",0.95,"-1,246.10"
2013,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.15,"25,616.35","26,148.26","25,698.54",0.98,-531.91
2013,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"22,173.66",,"22,174.43",,
2013,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.35,"26,617.48","27,030.45","26,762.58",0.98,-412.97
2013,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.21,"24,858.83","26,348.25","25,178.92",0.94,"-1,489.41"
2013,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"25,618.59","26,104.62","25,694.56",0.98,-486.03
2013,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"22,026.75",,"22,034.35",,
2013,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.38,"26,678.01","27,287.87","26,912.48",0.98,-609.85
2013,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.21,"25,187.88","26,596.93","25,480.74",0.95,"-1,409.05"
2013,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.16,"25,735.16","26,088.10","25,793.13",0.99,-352.94
2013,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"22,252.39",,"22,249.43",,
2013,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.38,"27,412.53","27,518.44","27,452.47",1,-105.9
2013,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.2,"25,109.37","26,769.90","25,441.06",0.94,"-1,660.53"
2013,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"25,816.05","25,677.70","25,796.56",1.01,138.35
2013,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"21,368.09",,"21,364.53",,
2013,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.34,"27,100.31","28,002.40","27,404.62",0.97,-902.09
2013,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.21,"24,542.06","25,843.86","24,809.88",0.95,"-1,301.79"
2013,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"25,207.41","25,682.81","25,275.21",0.98,-475.4
2013,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"21,977.76",,"21,975.86",,
2013,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.38,"25,757.72","26,615.64","26,083.79",0.97,-857.91
2013,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.18,"25,443.34","26,368.98","25,605.36",0.96,-925.64
2013,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"26,251.79","26,122.39","26,234.47",1,129.39
2013,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"22,692.37",,"22,686.78",,
2013,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.31,"26,790.22","27,111.41","26,890.52",0.99,-321.19
2014,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.19,"25,821.41","27,104.14","26,066.86",0.95,"-1,282.73"
2014,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.14,"26,538.69","26,556.93","26,541.30",1,-18.24
2014,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"22,755.08",,"22,757.09",,
2014,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.35,"27,670.31","28,070.44","27,810.23",0.99,-400.13
2014,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.19,"26,618.35","28,291.66","26,939.62",0.94,"-1,673.31"
2014,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.14,"26,885.11","26,821.70","26,875.92",1,63.41
2014,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"23,002.43",,"23,037.79",,
2014,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.34,"29,303.47","29,053.43","29,219.30",1.01,250.05
2014,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.16,"26,152.55","27,511.33","26,363.61",0.95,"-1,358.78"
2014,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"27,173.27","27,095.44","27,163.81",1,77.83
2014,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"23,017.15",,"23,013.31",,
2014,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.32,"28,032.61","28,715.88","28,250.12",0.98,-683.27
2014,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.22,"25,695.15","26,816.08","25,936.39",0.96,"-1,120.93"
2014,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.16,"26,499.90","26,867.28","26,558.41",0.99,-367.38
2014,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"23,337.05",,"23,334.16",,
2014,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.37,"26,598.38","27,426.18","26,905.62",0.97,-827.79
2014,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.18,"25,829.77","27,026.15","26,045.96",0.96,"-1,196.38"
2014,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"26,550.25","26,451.44","26,537.26",1,98.81
2014,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"22,569.63",,"22,573.46",,
2014,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.33,"27,912.27","28,209.07","28,010.27",0.99,-296.8
2014,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.19,"25,587.81","26,779.16","25,811.99",0.96,"-1,191.35"
2014,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.14,"26,076.81","26,043.12","26,071.96",1,33.69
2014,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"22,699.39",,"22,699.39",,
2014,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.33,"27,268.97","27,863.12","27,465.32",0.98,-594.15
2014,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.2,"26,380.74","27,201.62","26,546.16",0.97,-820.88
2014,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.15,"27,150.78","26,904.44","27,114.70",1.01,246.34
2014,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"23,118.26",,"23,114.93",,
2014,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.35,"27,700.00","28,179.69","27,868.20",0.98,-479.69
2014,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.2,"26,075.60","27,670.26","26,390.39",0.94,"-1,594.66"
2014,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"26,423.22","26,569.05","26,442.39",0.99,-145.83
2014,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"23,427.70",,"23,423.66",,
2014,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.37,"28,245.38","29,118.58","28,564.53",0.97,-873.21
2014,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.21,"25,132.22","26,103.72","25,335.11",0.96,-971.5
2014,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.16,"25,959.04","25,844.08","25,940.45",1,114.95
2014,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"22,109.97",,"22,108.15",,
2014,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.39,"26,650.84","26,746.31","26,688.23",1,-95.46
2014,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.21,"25,620.84","26,931.98","25,890.79",0.95,"-1,311.14"
2014,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.15,"26,341.04","26,598.92","26,379.91",0.99,-257.87
2014,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"22,661.26",,"22,661.28",,
2014,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.36,"27,329.31","27,819.90","27,506.38",0.98,-490.59
2014,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.21,"25,266.32","26,633.92","25,550.60",0.95,"-1,367.61"
2014,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"26,131.20","26,590.55","26,206.95",0.98,-459.34
2014,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"22,394.91",,"22,408.26",,
2014,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.38,"27,123.80","27,541.41","27,280.53",0.98,-417.61
2014,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"25,504.59","27,142.99","25,826.95",0.94,"-1,638.40"
2014,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.16,"26,161.17","26,505.65","26,214.88",0.99,-344.48
2014,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"22,493.96",,"22,491.17",,
2014,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.38,"27,648.36","28,258.67","27,878.47",0.98,-610.31
2014,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.19,"25,519.76","27,139.27","25,833.82",0.94,"-1,619.51"
2014,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"26,313.36","26,145.55","26,290.49",1.01,167.81
2014,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"21,868.12",,"21,860.53",,
2014,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.34,"27,425.62","28,070.88","27,648.23",0.98,-645.26
2014,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.2,"25,102.88","26,499.84","25,387.37",0.95,"-1,396.96"
2014,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"25,726.91","25,850.77","25,744.45",1,-123.86
2014,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"22,328.74",,"22,327.41",,
2014,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.38,"26,735.54","27,443.90","27,005.84",0.97,-708.36
2014,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.17,"25,831.54","26,696.14","25,980.40",0.97,-864.61
2014,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"26,731.29","26,543.59","26,706.44",1.01,187.71
2014,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"23,015.44",,"23,009.70",,
2014,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.31,"27,081.70","27,521.84","27,218.81",0.98,-440.14
2015,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.19,"25,821.41","27,104.14","26,066.86",0.95,"-1,282.73"
2015,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.14,"26,538.69","26,556.93","26,541.30",1,-18.24
2015,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"22,755.08",,"22,757.09",,
2015,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.35,"27,670.31","28,070.44","27,810.23",0.99,-400.13
2015,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.19,"26,618.35","28,291.66","26,939.62",0.94,"-1,673.31"
2015,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.14,"26,885.11","26,821.70","26,875.92",1,63.41
2015,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"23,002.43",,"23,037.79",,
2015,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.34,"29,303.47","29,053.43","29,219.30",1.01,250.05
2015,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.16,"26,152.55","27,511.33","26,363.61",0.95,"-1,358.78"
2015,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"27,173.27","27,095.44","27,163.81",1,77.83
2015,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"23,017.15",,"23,013.31",,
2015,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.32,"28,032.61","28,715.88","28,250.12",0.98,-683.27
2015,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.22,"25,695.15","26,816.08","25,936.39",0.96,"-1,120.93"
2015,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.16,"26,499.90","26,867.28","26,558.41",0.99,-367.38
2015,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"23,337.05",,"23,334.16",,
2015,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.37,"26,598.38","27,426.18","26,905.62",0.97,-827.79
2015,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.18,"25,829.77","27,026.15","26,045.96",0.96,"-1,196.38"
2015,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"26,550.25","26,451.44","26,537.26",1,98.81
2015,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"22,569.63",,"22,573.46",,
2015,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.33,"27,912.27","28,209.07","28,010.27",0.99,-296.8
2015,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.19,"25,587.81","26,779.16","25,811.99",0.96,"-1,191.35"
2015,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.14,"26,076.81","26,043.12","26,071.96",1,33.69
2015,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"22,699.39",,"22,699.39",,
2015,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.33,"27,268.97","27,863.12","27,465.32",0.98,-594.15
2015,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.2,"26,380.74","27,201.62","26,546.16",0.97,-820.88
2015,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.15,"27,150.78","26,904.44","27,114.70",1.01,246.34
2015,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"23,118.26",,"23,114.93",,
2015,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.35,"27,700.00","28,179.69","27,868.20",0.98,-479.69
2015,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.2,"26,075.60","27,670.26","26,390.39",0.94,"-1,594.66"
2015,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"26,423.22","26,569.05","26,442.39",0.99,-145.83
2015,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"23,427.70",,"23,423.66",,
2015,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.37,"28,245.38","29,118.58","28,564.53",0.97,-873.21
2015,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.21,"25,132.22","26,103.72","25,335.11",0.96,-971.5
2015,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.16,"25,959.04","25,844.08","25,940.45",1,114.95
2015,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"22,109.97",,"22,108.15",,
2015,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.39,"26,650.84","26,746.31","26,688.23",1,-95.46
2015,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.21,"25,620.84","26,931.98","25,890.79",0.95,"-1,311.14"
2015,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.15,"26,341.04","26,598.92","26,379.91",0.99,-257.87
2015,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"22,661.26",,"22,661.28",,
2015,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.36,"27,329.31","27,819.90","27,506.38",0.98,-490.59
2015,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.21,"25,266.32","26,633.92","25,550.60",0.95,"-1,367.61"
2015,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"26,131.20","26,590.55","26,206.95",0.98,-459.34
2015,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"22,394.91",,"22,408.26",,
2015,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.38,"27,123.80","27,541.41","27,280.53",0.98,-417.61
2015,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"25,504.59","27,142.99","25,826.95",0.94,"-1,638.40"
2015,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.16,"26,161.17","26,505.65","26,214.88",0.99,-344.48
2015,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"22,493.96",,"22,491.17",,
2015,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.38,"27,648.36","28,258.67","27,878.47",0.98,-610.31
2015,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.19,"25,519.76","27,139.27","25,833.82",0.94,"-1,619.51"
2015,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"26,313.36","26,145.55","26,290.49",1.01,167.81
2015,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"21,868.12",,"21,860.53",,
2015,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.34,"27,425.62","28,070.88","27,648.23",0.98,-645.26
2015,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.2,"25,102.88","26,499.84","25,387.37",0.95,"-1,396.96"
2015,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"25,726.91","25,850.77","25,744.45",1,-123.86
2015,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"22,328.74",,"22,327.41",,
2015,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.38,"26,735.54","27,443.90","27,005.84",0.97,-708.36
2015,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.17,"25,831.54","26,696.14","25,980.40",0.97,-864.61
2015,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"26,731.29","26,543.59","26,706.44",1.01,187.71
2015,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"23,015.44",,"23,009.70",,
2015,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.31,"27,081.70","27,521.84","27,218.81",0.98,-440.14
2016,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.19,"28,070.00","29,410.00","28,318.00",0.95,"-1,340.00"
2016,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.14,"29,092.00","29,048.00","29,086.00",1,44
2016,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"24,375.00",,"24,387.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.35,"30,069.00","30,463.00","30,206.00",0.99,-394
2016,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.19,"29,183.00","30,890.00","29,513.00",0.94,"-1,707.00"
2016,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.15,"29,724.00","29,370.00","29,672.00",1.01,354
2016,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"25,123.00",,"25,230.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.34,"32,028.00","31,676.00","31,907.00",1.01,352
2016,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.15,"28,530.00","29,942.00","28,748.00",0.95,"-1,412.00"
2016,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"29,969.00","29,940.00","29,965.00",1,29
2016,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"24,540.00",,"24,540.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.32,"30,222.00","30,863.00","30,429.00",0.98,-641
2016,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.2,"27,754.00","28,766.00","27,961.00",0.96,"-1,012.00"
2016,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.15,"28,736.00","28,836.00","28,751.00",1,-100
2016,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"24,955.00",,"24,952.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.37,"28,961.00","29,800.00","29,267.00",0.97,-839
2016,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.17,"27,997.00","29,126.00","28,193.00",0.96,"-1,129.00"
2016,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"29,176.00","29,025.00","29,158.00",1.01,151
2016,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"24,095.00",,"24,090.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.32,"29,651.00","29,978.00","29,756.00",0.99,-327
2016,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.18,"27,903.00","29,182.00","28,134.00",0.96,"-1,279.00"
2016,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.14,"28,599.00","28,529.00","28,589.00",1,70
2016,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"23,832.00",,"23,827.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.32,"30,198.00","30,561.00","30,315.00",0.99,-363
2016,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.19,"28,598.00","29,165.00","28,705.00",0.98,-567
2016,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.13,"29,580.00","29,302.00","29,543.00",1.01,278
2016,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"25,171.00",,"25,167.00",,
