year,school_type,school_cluster_code,school_type_en,cznuts_cz,cznuts3,cznuts_en,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2024,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.22,"47,982.90","50,574.50","48,556.30",0.95,"-2,591.60"
2024,ZS,ZS_SEN_2,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.16,"49,918.80","50,185.90","49,960.80",0.99,-267.1
2024,MS,PV_MS_PT,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"39,954.30","40,304.20","39,956.10",0.99,-349.9
2024,SS,SS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.43,"52,438.00","51,045.00","51,842.00",1.03,"1,393.00"
2024,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.21,"48,649.60","50,823.20","49,115.10",0.96,"-2,173.60"
2024,ZS,ZS_SEN_2,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.14,"50,928.30","51,400.90","50,994.10",0.99,-472.6
2024,MS,PV_MS_PT,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"40,301.50","41,155.20","40,310.30",0.98,-853.7
2024,SS,SS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.44,"52,603.90","50,789.20","51,814.40",1.04,"1,814.70"
2024,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.2,"47,527.30","51,033.10","48,237.80",0.93,"-3,505.80"
2024,ZS,ZS_SEN_2,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.15,"50,064.60","51,622.70","50,299.50",0.97,"-1,558.10"
2024,MS,PV_MS_PT,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0,"39,128.80","42,698.20","39,143.50",0.92,"-3,569.40"
2024,SS,SS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.47,"51,829.60","50,428.50","51,171.10",1.03,"1,401.10"
2024,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"47,840.10","50,480.90","48,362.60",0.95,"-2,640.80"
2024,ZS,ZS_SEN_2,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.16,"50,028.60","50,338.40","50,076.70",0.99,-309.8
2024,MS,PV_MS_PT,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0.01,"40,108.30","42,483.60","40,123.60",0.94,"-2,375.30"
2024,SS,SS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.41,"51,963.40","50,545.40","51,382.40",1.03,"1,418.00"
2024,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.2,"47,415.60","49,998.00","47,935.60",0.95,"-2,582.40"
2024,ZS,ZS_SEN_2,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"49,548.50","49,462.50","49,536.10",1,86
2024,MS,PV_MS_PT,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0.01,"39,177.20","38,228.20","39,171.00",1.02,949
2024,SS,SS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.4,"51,236.60","49,791.90","50,658.00",1.03,"1,444.70"
2024,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.21,"47,516.10","50,477.20","48,143.30",0.94,"-2,961.10"
2024,ZS,ZS_SEN_2,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"49,455.50","49,672.70","49,486.50",1,-217.2
2024,MS,PV_MS_PT,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"39,260.20","38,762.20","39,256.00",1.01,498
2024,SS,SS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.43,"52,351.10","51,305.00","51,906.40",1.02,"1,046.10"
2024,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.18,"47,418.30","50,530.80","47,980.90",0.94,"-3,112.50"
2024,ZS,ZS_SEN_2,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.14,"49,419.20","49,622.70","49,448.70",1,-203.5
2024,MS,PV_MS_PT,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.01,"39,571.00","40,366.10","39,575.80",0.98,-795.1
2024,SS,SS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.36,"52,682.30","51,562.40","52,273.70",1.02,"1,119.90"
